,Group,Year,Stdev,Value,Type,Scale
1397,YTFlounder,1988,0.002549074,0.016888694,absolute,1
1398,YTFlounder,1989,0.010823426,0.026794867,absolute,1
1399,YTFlounder,1990,0.010190104,0.029333876,absolute,1
1400,YTFlounder,1991,0.001342961,0.017385558,absolute,1
1401,YTFlounder,1992,0.007856359,0.024274711,absolute,1
1402,YTFlounder,1993,0.009203609,0.01817334,absolute,1
1403,YTFlounder,1994,0.009798267,0.045316022,absolute,1
1404,YTFlounder,1995,0.004005849,0.015786218,absolute,1
1405,YTFlounder,1996,0.010705055,0.044970445,absolute,1
1406,YTFlounder,1997,0.016057502,0.036475351,absolute,1
1407,YTFlounder,1998,0.007099704,0.021758757,absolute,1
1408,YTFlounder,1999,0.029791892,0.116946847,absolute,1
1409,YTFlounder,2000,0.019615276,0.053100698,absolute,1
1410,YTFlounder,2001,0.009963156,0.032878779,absolute,1
1411,YTFlounder,2002,0.003561543,0.011394114,absolute,1
1412,YTFlounder,2003,0.016343842,0.049090393,absolute,1
1413,YTFlounder,2004,0.002345746,0.007024536,absolute,1
1414,YTFlounder,2005,0.001851517,0.010780879,absolute,1
1415,YTFlounder,2006,0.001881761,0.012101162,absolute,1
1416,YTFlounder,2007,0.009607227,0.053999406,absolute,1
1417,YTFlounder,2008,0.031462313,0.087130963,absolute,1
1418,YTFlounder,2009,0.034654193,0.100048312,absolute,1
1419,YTFlounder,2010,0.037618447,0.061546829,absolute,1
1420,YTFlounder,2011,0.01789543,0.049562232,absolute,1
1421,YTFlounder,2012,0.032760644,0.058719623,absolute,1
1422,YTFlounder,2013,0.058106289,0.078983344,absolute,1
1423,YTFlounder,2014,0.018960278,0.042828194,absolute,1
1424,YTFlounder,2015,0.008906721,0.032192952,absolute,1
1425,YTFlounder,2016,0.011458011,0.045577323,absolute,1
1426,YTFlounder,2017,0.006858733,0.028528003,absolute,1
1427,YTFlounder,2018,0.00871679,0.039301406,absolute,1
1428,YTFlounder,2019,0.01993639,0.05516778,absolute,1
